# Семантическое ядро whalewzrd.com, версия 2 (23.09.2026)
# Источники: v1 — подсказки Google (KZ, UZ, UA, US, DE, AE) и Яндекса от 10.09; v2 — подсказки Google по 15 рынкам
# без России: KZ, UZ, BY, KG, TJ, AM, AZ, MD, UA, GE, IL, DE, US, AE, TR, с усиленными блоками «приложения», «инфобизнес» и 204 нишами.
# Вывод сбора: по русскоязычным запросам Google отдаёт почти одни и те же подсказки во всех странах; по рынкам различаются
# только запросы с гео-модификатором (колонка geo=1). Значит, страну надо закрывать не отдельными страницами, а упоминанием
# рынков в тексте и FAQ — отдельная страница под страну считается scaled content abuse.
# intent: commercial — готов купить; trust — ищет, кому доверить, или чинит проблему; tool — считает; howto — делает сам;
# definition — разбирается в терминах; informational — изучает тему. page — целевая страница; /blog — нужна статья.
# blocks: v1 | base | apps | infobiz | niche — из какого блока семян пришла фраза. regions — где Google её подсказал.
# Частотности нет и не будет: подсказки её не отдают, а выдуманные числа проекту запрещены.
query;intent;page;geo;blocks;regions;sources
реклама для продажи авто;informational;/blog;0;v1;;yandex
реклама для продажи меда;informational;/blog;0;v1;;google
реклама для продвижения бизнеса;informational;/blog;0;v1;;google
реклама для продуктового магазина;informational;/blog;0;v1;;yandex
реклама для психолога;informational;/blog;0;v1|infobiz|niche;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
реклама для разделочной доски;informational;/blog;0;v1;;yandex
реклама для разливного пива;informational;/blog;0;v1;;google
реклама для ребенка;informational;/blog;0;v1;;google
реклама для редбула;informational;/blog;0;v1;;yandex
реклама для рекламного агентства;informational;/blog;0;v1;;yandex
реклама для репетитора;informational;/blog;0;v1|infobiz|niche;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|google-v2
реклама для репетитора по английскому;informational;/blog;0;v1;;yandex
реклама для ресниц;informational;/blog;0;v1;;google
реклама для ресторана;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для ресторана примеры;informational;/blog;0;v1;;yandex
реклама для ресторана текст;informational;/blog;0;v1|niche;kz|us|uz;google|google-v2
реклама для ресторанов;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для риэлтора;informational;/blog;0;v1|niche;kz|us|uz;yandex|google-v2
реклама для ростовых кукол;informational;/blog;0;v1;;yandex
реклама для рыбного магазина;informational;/blog;0;v1;;google|yandex
реклама для рыболовного магазина;informational;/blog;0;v1;;yandex
реклама для садика;informational;/blog;0;v1;;yandex
реклама для сайта;informational;/blog;0;v1;;google|yandex
реклама для сайта заработок;informational;/blog;0;v1;;yandex
реклама для салон красоты;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для салона;informational;/blog;0;v1;;yandex
реклама для салона красоты;informational;/blog;0;v1|base;ae|am|az|by|de|ge|il|kg|kz|md|tj|tr|ua|us|uz;google|yandex|google-v2
реклама для салона красоты пример;informational;/blog;0;v1;;google
реклама для салона красоты самая эффективная;informational;/blog;0;v1;;yandex
реклама для салона красоты текст;informational;/blog;0;v1;;google
реклама для салона красоты фото;informational;/blog;0;v1;;google
реклама для сантехника;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для соцсетей;informational;/blog;0;v1;;yandex
реклама для сто;informational;/blog;0;v1|niche;kz|us|uz;google|google-v2
реклама для столовой;informational;/blog;0;v1|niche;kz|us|uz;yandex|google-v2
реклама для стоматолога;informational;/blog;0;v1;;yandex
реклама для стоматологии;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для стоматологии примеры;informational;/blog;0;v1;;yandex
реклама для стоматологической клиники;informational;/blog;0;v1|niche;kz|us|uz;google|google-v2
реклама для стрима;informational;/blog;0;v1;;yandex
реклама для стримеров;informational;/blog;0;v1;;google
реклама для стримеров на твиче;informational;/blog;0;v1;;google
реклама для строительной компании;informational;/blog;0;v1;;yandex|google
реклама для такси;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для такси для привлечения клиентов;informational;/blog;0;v1;;yandex
реклама для такси текст;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для таролога;informational;/blog;0;v1;;google
реклама для тату мастера;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для твича;informational;/blog;0;v1|base;ua;google|yandex|google-v2
реклама для тг;informational;/blog;0;v1;;google|yandex
реклама для тг канала;informational;/blog;0;v1;;yandex|google
реклама для тг каналов;informational;/blog;0;v1;;yandex
реклама для тгк;informational;/blog;0;v1;;google
реклама для типографии;informational;/blog;0;v1;;yandex
реклама для транспортной компании;informational;/blog;0;v1;;google
реклама для тротуарной плитки;informational;/blog;0;v1;;yandex
реклама для тт;informational;/blog;0;v1;;google
реклама для турагентства;informational;/blog;0;v1;;google|yandex
реклама для туризма;informational;/blog;0;v1|niche;us;google|google-v2
реклама для уборки;informational;/blog;0;v1;;google
реклама для улицы;informational;/blog;0;v1;;google
реклама для учебного центра;informational;/blog;0;v1;;google
реклама для учителя;informational;/blog;0;v1;;google
реклама для учителя английского языка;informational;/blog;0;v1;;google
реклама для учреждений культуры;informational;/blog;0;v1;;yandex
реклама для фартука;informational;/blog;0;v1;;yandex
реклама для фаст фуда;informational;/blog;0;v1;;google|yandex
реклама для фитнес клуба;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для фитнес тренера;informational;/blog;0;v1|niche;kz|us|uz;google|google-v2
реклама для флуда;informational;/blog;0;v1;;google|yandex
реклама для флуда идеи;informational;/blog;0;v1;;yandex
реклама для фотографа;informational;/blog;0;v1;;yandex
реклама для фотографа пример;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для фотографа примеры;informational;/blog;0;v1;;yandex
реклама для фотографа текст;informational;/blog;0;v1|niche;kz|us|uz;google|google-v2
реклама для фотосалона;informational;/blog;0;v1;;yandex
реклама для фотостудии;informational;/blog;0;v1;;yandex
реклама для футболки;informational;/blog;0;v1;;yandex
реклама для химчистки авто;informational;/blog;0;v1;;yandex
реклама для хотспот;informational;/blog;0;v1;;yandex
реклама для хотспота;informational;/blog;0;v1;;yandex
реклама для художника;informational;/blog;0;v1;;google
реклама для цветов;informational;/blog;0;v1;;google
реклама для цветочного магазина;informational;/blog;0;v1;;google|yandex
реклама для цветочного магазина текст;informational;/blog;0;v1;;yandex
реклама для чего нужна;informational;/blog;0;v1;;google|yandex
реклама для черенка лопаты;informational;/blog;0;v1;;yandex
реклама для шаурмичной;informational;/blog;0;v1;;google|yandex
реклама для шаурмы;informational;/blog;0;v1;;google|yandex
реклама для шаурмы фото;informational;/blog;0;v1;;google
реклама для шашлыка;informational;/blog;0;v1;;google|yandex
реклама для шашлычной;informational;/blog;0;v1;;yandex
реклама для швеи;informational;/blog;0;v1;;google|yandex
реклама для швейного ателье;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для шиномонтажа;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для шиномонтажа фото;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для школы;informational;/blog;0;v1;;google|yandex
реклама для шортс;informational;/blog;0;v1;;google|yandex
реклама для шортсов;informational;/blog;0;v1;;yandex
реклама для шугаринга;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для шугаринга текст;informational;/blog;0;niche;kz|us|uz;google-v2
реклама для эвакуатора;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для электората 6 букв;informational;/blog;0;v1;;google
реклама для электрика;informational;/blog;0;v1|niche;kz|us|uz;google|yandex|google-v2
реклама для электромонтажника;informational;/blog;0;v1;;yandex
реклама для ювелирного магазина;informational;/blog;0;v1;;google
